Organization,PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period Begin Month,Quarter,Compliance Period Begin Day,Compliance Period Begin Year,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),1-Jul-09,7,3,1,2009,30-Sep-09,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,26-Mar-10
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-08,7,3,1,2008,-,Returned to Compliance,29-Jul-10,SOX,State Compliance achieved,-,-,3,16-Dec-09
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Sep-06,9,3,1,2006,30-Sep-06,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,12-Dec-06
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Stage 1 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Total Haloacetic Acids (HAA5),1-Apr-06,4,2,1,2006,30-Jun-06,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,21-May-07
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Oct-05,10,4,1,2005,31-Oct-05,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,30-Mar-06
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Apr-05,4,2,1,2005,30-Jun-05,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,17-Sep-05
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Consumer Confidence Rule,72,Consumer Confidence Report Inadequate Reporting,Other,N,Consumer Confidence Rule,1-Jul-01,7,3,1,2001,-,Returned to Compliance,23-Aug-01,SOX,State Compliance achieved,-,-,3,23-Feb-02
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jul-00,7,3,1,2000,31-Jul-00,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,25-Oct-00
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Surface Water Treatment Rule,41,Treatment Technique (SWTR and GWR),TT,Y,Surface Water Treatment Rule,1-Jan-00,1,1,1,2000,9-Nov-00,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,7-Feb-01
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Dec-99,12,4,1,1999,31-Dec-99,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,11-Apr-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endrin,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dalapon,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Diquat,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endothall,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Glyphosate,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Simazine,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Picloram,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dinoseb,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfoxide,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfone,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Atrazine,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,LASSO,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,3,7,8-TCDD",1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4-D",1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4,5-TP",1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzo(a)pyrene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Pentachlorophenol,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,ETHYLENE DIBROMIDE,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Chlordane,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Radionuclides,3,"Monitoring, Regular",MR,N,Radium-226,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Radionuclides,3,"Monitoring, Regular",MR,N,Radium-228,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Radionuclides,3,"Monitoring, Regular",MR,N,Gross Beta Particle Activity,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Radionuclides,3,"Monitoring, Regular",MR,N,Tritium,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Radionuclides,3,"Monitoring, Regular",MR,N,38-STRONTIUM-90,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1349000,WORTHINGTON FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,565,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-226,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1349000,WORTHINGTON FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,565,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-228,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1349000,WORTHINGTON FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,565,Radionuclides,3,"Monitoring, Regular",MR,N,Gross Beta Particle Activity,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1349000,WORTHINGTON FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,565,Radionuclides,3,"Monitoring, Regular",MR,N,Tritium,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1349000,WORTHINGTON FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,565,Radionuclides,3,"Monitoring, Regular",MR,N,38-STRONTIUM-90,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Cadmium,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Chromium,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Thallium, Total",1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Jul-98,7,3,1,1998,30-Sep-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Mar-99
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
